x,y,estimate,variance
31.115460,0.000000,14.562208,0.129868
31.311155,0.000000,14.527296,0.131430
31.506849,0.000000,14.492312,0.132321
31.702544,0.000000,14.457278,0.132513
31.898239,0.000000,14.422204,0.131994
32.093933,0.000000,14.387093,0.130758
32.289628,0.000000,14.351961,0.128793
32.485323,0.000000,14.316820,0.126073
32.681018,0.000000,14.281682,0.122555
32.876712,0.000000,14.246510,0.118180
33.072407,0.000000,14.211221,0.112884
33.268102,0.000000,14.175825,0.106606
33.463796,0.000000,14.140298,0.099309
33.659491,0.000000,14.104587,0.091010
33.855186,0.000000,14.068617,0.081825
34.050881,0.000000,14.032205,0.072065
34.246575,0.000000,13.994971,0.062415
34.442270,0.000000,13.956182,0.054218
34.637965,0.000000,13.914732,0.049626
34.833659,0.000000,13.869656,0.050587
35.029354,0.000000,13.821131,0.056869
35.225049,0.000000,13.770271,0.066417
35.420744,0.000000,13.718007,0.077309
35.616438,0.000000,13.664949,0.088407
35.812133,0.000000,13.611402,0.099124
36.007828,0.000000,13.557430,0.109175
36.203523,0.000000,13.503095,0.118429
36.399217,0.000000,13.448477,0.126829
36.594912,0.000000,13.393627,0.134362
36.790607,0.000000,13.338583,0.141031
36.986301,0.000000,13.283375,0.146846
37.181996,0.000000,13.228028,0.151819
37.377691,0.000000,13.172548,0.155959
37.573386,0.000000,13.116945,0.159277
37.769080,0.000000,13.061234,0.161777
37.964775,0.000000,13.005432,0.163464
38.160470,0.000000,12.949550,0.164338
38.356164,0.000000,12.893594,0.164401
38.551859,0.000000,12.837553,0.163652
38.747554,0.000000,12.781436,0.162092
38.943249,0.000000,12.725255,0.159720
39.138943,0.000000,12.669021,0.156537
39.334638,0.000000,12.612744,0.152541
39.530333,0.000000,12.556372,0.147731
39.726027,0.000000,12.499877,0.142107
39.921722,0.000000,12.443239,0.135673
40.117417,0.000000,12.386464,0.128443
40.313112,0.000000,12.329555,0.120439
40.508806,0.000000,12.272511,0.111709
40.704501,0.000000,12.215306,0.102343
40.900196,0.000000,12.157867,0.092519
41.095890,0.000000,12.100173,0.082575
41.291585,0.000000,12.042152,0.073135
41.487280,0.000000,11.983684,0.065266
41.682975,0.000000,11.924599,0.060453
41.878669,0.000000,11.864758,0.059962
42.074364,0.000000,11.804168,0.063788
42.270059,0.000000,11.742988,0.070606
42.465753,0.000000,11.681409,0.078830
42.661448,0.000000,11.619581,0.087303
42.857143,0.000000,11.557604,0.095348
43.052838,0.000000,11.495540,0.102617
43.248532,0.000000,11.433436,0.108955
43.444227,0.000000,11.371325,0.114326
43.639922,0.000000,11.309230,0.118756
43.835616,0.000000,11.247169,0.122312
44.031311,0.000000,11.185179,0.125078
44.227006,0.000000,11.123297,0.127144
44.422701,0.000000,11.061484,0.128605
44.618395,0.000000,10.999693,0.129565
44.814090,0.000000,10.937960,0.130140
45.009785,0.000000,10.876325,0.130472
45.205479,0.000000,10.814832,0.130735
45.401174,0.000000,10.753519,0.131135
45.596869,0.000000,10.692417,0.131905
45.792564,0.000000,10.631564,0.133268
45.988258,0.000000,10.570987,0.135409
46.183953,0.000000,10.510693,0.138442
46.379648,0.000000,10.450641,0.142390
46.575342,0.000000,10.390737,0.147196
46.771037,0.000000,10.330970,0.152729
46.966732,0.000000,10.271324,0.158818
47.162427,0.000000,10.211788,0.165279
47.358121,0.000000,10.152360,0.171932
47.553816,0.000000,10.093031,0.178617
47.749511,0.000000,10.033792,0.185192
47.945205,0.000000,9.974633,0.191544
48.140900,0.000000,9.915552,0.197575
48.336595,0.000000,9.856548,0.203209
48.532290,0.000000,9.797627,0.208383
48.727984,0.000000,9.738794,0.213046
48.923679,0.000000,9.680055,0.217157
49.119374,0.000000,9.621422,0.220683
49.315068,0.000000,9.562915,0.223597
49.510763,0.000000,9.504544,0.225880
49.706458,0.000000,9.446318,0.227515
49.902153,0.000000,9.388244,0.228492
50.097847,0.000000,9.330332,0.228798
50.293542,0.000000,9.272595,0.228425
50.489237,0.000000,9.215035,0.227367
50.684932,0.000000,9.157658,0.225617
50.880626,0.000000,9.100397,0.223165
51.076321,0.000000,9.043129,0.220003
51.272016,0.000000,8.985860,0.216129
51.467710,0.000000,8.928600,0.211543
51.663405,0.000000,8.871362,0.206246
51.859100,0.000000,8.814162,0.200241
52.054795,0.000000,8.757022,0.193537
52.250489,0.000000,8.699960,0.186144
52.446184,0.000000,8.642985,0.178083
52.641879,0.000000,8.586089,0.169378
52.837573,0.000000,8.529295,0.160067
53.033268,0.000000,8.472653,0.150211
53.228963,0.000000,8.416229,0.139899
53.424658,0.000000,8.360113,0.129265
53.620352,0.000000,8.304424,0.118508
53.816047,0.000000,8.249341,0.107930
54.011742,0.000000,8.195115,0.097977
54.207436,0.000000,8.142096,0.089285
54.403131,0.000000,8.090734,0.082684
54.598826,0.000000,8.041511,0.079045
54.794521,0.000000,7.994747,0.078946
54.990215,0.000000,7.950432,0.082324
55.185910,0.000000,7.908237,0.088507
55.381605,0.000000,7.867690,0.096575
55.577299,0.000000,7.828358,0.105690
55.772994,0.000000,7.789915,0.115214
55.968689,0.000000,7.752140,0.124701
56.164384,0.000000,7.714889,0.133854
56.360078,0.000000,7.678058,0.142476
56.555773,0.000000,7.641573,0.150439
56.751468,0.000000,7.605391,0.157659
56.947162,0.000000,7.569485,0.164080
57.142857,0.000000,7.533837,0.169669
57.338552,0.000000,7.498432,0.174408
57.534247,0.000000,7.463254,0.178289
57.729941,0.000000,7.428292,0.181321
57.925636,0.000000,7.393549,0.183514
58.121331,0.000000,7.359033,0.184887
58.317025,0.000000,7.324751,0.185463
58.512720,0.000000,7.290665,0.185272
58.708415,0.000000,7.256710,0.184350
58.904110,0.000000,7.222900,0.182736
59.099804,0.000000,7.189220,0.180472
59.295499,0.000000,7.155682,0.177606
59.491194,0.000000,7.122295,0.174182
59.686888,0.000000,7.089078,0.170247
59.882583,0.000000,7.056017,0.165838
60.078278,0.000000,7.023118,0.160987
60.273973,0.000000,6.990400,0.155719
60.469667,0.000000,6.957881,0.150044
60.665362,0.000000,6.925586,0.143960
60.861057,0.000000,6.893542,0.137452
61.056751,0.000000,6.861783,0.130501
