x,y,estimate,variance
48.532290,12.915851,9.981586,0.234407
48.727984,12.915851,9.933496,0.235540
48.923679,12.915851,9.885455,0.236395
49.119374,12.915851,9.837481,0.236984
49.315068,12.915851,9.789595,0.237315
49.510763,12.915851,9.741812,0.237400
49.706458,12.915851,9.694147,0.237255
49.902153,12.915851,9.646613,0.236896
50.097847,12.915851,9.599227,0.236341
50.293542,12.915851,9.552008,0.235606
50.489237,12.915851,9.504972,0.234711
50.684932,12.915851,9.458139,0.233682
50.880626,12.915851,9.411533,0.232543
51.076321,12.915851,9.365170,0.231319
51.272016,12.915851,9.319065,0.230036
51.467710,12.915851,9.273242,0.228716
51.663405,12.915851,9.227724,0.227384
51.859100,12.915851,9.182528,0.226059
52.054795,12.915851,9.137673,0.224756
52.250489,12.915851,9.093178,0.223491
52.446184,12.915851,9.049058,0.222276
52.641879,12.915851,9.005332,0.221119
52.837573,12.915851,8.962019,0.220022
53.033268,12.915851,8.919135,0.218982
53.228963,12.915851,8.876698,0.217989
53.424658,12.915851,8.834724,0.217025
53.620352,12.915851,8.793231,0.216067
53.816047,12.915851,8.752236,0.215086
54.011742,12.915851,8.711752,0.214052
54.207436,12.915851,8.671775,0.212937
54.403131,12.915851,8.632293,0.211719
54.598826,12.915851,8.593277,0.210370
54.794521,12.915851,8.554718,0.208860
54.990215,12.915851,8.516635,0.207162
55.185910,12.915851,8.479051,0.205251
55.381605,12.915851,8.441985,0.203105
55.577299,12.915851,8.405450,0.200706
55.772994,12.915851,8.369448,0.198040
55.968689,12.915851,8.333994,0.195096
56.164384,12.915851,8.299059,0.191868
56.360078,12.915851,8.264587,0.188355
56.555773,12.915851,8.230589,0.184563
56.751468,12.915851,8.197082,0.180502
56.947162,12.915851,8.164083,0.176188
57.142857,12.915851,8.131608,0.171644
57.338552,12.915851,8.099678,0.166900
57.534247,12.915851,8.068306,0.161992
57.729941,12.915851,8.037486,0.156965
57.925636,12.915851,8.007227,0.151869
58.121331,12.915851,7.977495,0.146763
58.317025,12.915851,7.948288,0.141709
58.512720,12.915851,7.919635,0.136774
58.708415,12.915851,7.891562,0.132018
58.904110,12.915851,7.864095,0.127478
59.099804,12.915851,7.837256,0.123159
59.295499,12.915851,7.811068,0.119022
59.491194,12.915851,7.785551,0.114977
59.686888,12.915851,7.760721,0.110884
59.882583,12.915851,7.736588,0.106557
60.078278,12.915851,7.713155,0.101779
60.273973,12.915851,7.690416,0.096316
60.469667,12.915851,7.668375,0.089934
60.665362,12.915851,7.647025,0.082411
60.861057,12.915851,7.626371,0.073552
61.056751,12.915851,7.606415,0.063196
61.252446,12.915851,7.587169,0.051249
61.448141,12.915851,7.568663,0.037774
61.643836,12.915851,7.550986,0.023509
61.839530,12.915851,7.534623,0.013971
62.035225,12.915851,7.520647,0.021987
62.230920,12.915851,7.508043,0.036405
62.426614,12.915851,7.496183,0.050616
62.622309,12.915851,7.484937,0.063715
62.818004,12.915851,7.474285,0.075582
63.013699,12.915851,7.464235,0.086266
63.209393,12.915851,7.454799,0.095864
63.405088,12.915851,7.445977,0.104489
63.600783,12.915851,7.437768,0.112255
63.796477,12.915851,7.430181,0.119271
63.992172,12.915851,7.423225,0.125636
64.187867,12.915851,7.416903,0.131431
64.383562,12.915851,7.411205,0.136722
64.579256,12.915851,7.406121,0.141558
64.774951,12.915851,7.401648,0.145967
64.970646,12.915851,7.397782,0.149966
65.166341,12.915851,7.394513,0.153559
65.362035,12.915851,7.391836,0.156747
65.557730,12.915851,7.389744,0.159524
65.753425,12.915851,7.388231,0.161882
65.949119,12.915851,7.387293,0.163814
66.144814,12.915851,7.386935,0.165313
66.340509,12.915851,7.387186,0.166371
66.536204,12.915851,7.388033,0.166988
66.731898,12.915851,7.389492,0.167159
66.927593,12.915851,7.391559,0.166882
67.123288,12.915851,7.394228,0.166155
67.318982,12.915851,7.397498,0.164974
67.514677,12.915851,7.401365,0.163333
67.710372,12.915851,7.405822,0.161215
67.906067,12.915851,7.410865,0.158597
68.101761,12.915851,7.416487,0.155449
68.297456,12.915851,7.422679,0.151731
68.493151,12.915851,7.429417,0.147399
68.688845,12.915851,7.436632,0.142401
68.884540,12.915851,7.444310,0.136683
69.080235,12.915851,7.452504,0.130190
69.275930,12.915851,7.461199,0.122864
69.471624,12.915851,7.470362,0.114653
69.667319,12.915851,7.480090,0.105512
69.863014,12.915851,7.490455,0.095422
70.058708,12.915851,7.501440,0.084412
70.254403,12.915851,7.513029,0.072605
70.450098,12.915851,7.525218,0.060325
70.645793,12.915851,7.538017,0.048371
70.841487,12.915851,7.551480,0.038681
71.037182,12.915851,7.566000,0.034913
71.232877,12.915851,7.581773,0.039405
71.428571,12.915851,7.598689,0.049462
71.624266,12.915851,7.616615,0.061623
71.819961,12.915851,7.635474,0.074129
72.015656,12.915851,7.655223,0.086245
72.211350,12.915851,7.675844,0.097659
72.407045,12.915851,7.697380,0.108234
72.602740,12.915851,7.719818,0.117920
72.798434,12.915851,7.743138,0.126703
72.994129,12.915851,7.767323,0.134591
73.189824,12.915851,7.792353,0.141602
73.385519,12.915851,7.818208,0.147764
73.581213,12.915851,7.844871,0.153109
73.776908,12.915851,7.872324,0.157674
73.972603,12.915851,7.900565,0.161498
74.168297,12.915851,7.929588,0.164622
74.363992,12.915851,7.959376,0.167093
74.559687,12.915851,7.989913,0.168959
74.755382,12.915851,8.021185,0.170272
74.951076,12.915851,8.053181,0.171083
75.146771,12.915851,8.085885,0.171452
75.342466,12.915851,8.119281,0.171438
75.538160,12.915851,8.153355,0.171099
75.733855,12.915851,8.188091,0.170495
75.929550,12.915851,8.223475,0.169678
76.125245,12.915851,8.259494,0.168696
76.320939,12.915851,8.296137,0.167590
76.516634,12.915851,8.333389,0.166387
76.712329,12.915851,8.371241,0.165100
76.908023,12.915851,8.409680,0.163735
77.103718,12.915851,8.448695,0.162286
77.299413,12.915851,8.488275,0.160749
77.495108,12.915851,8.528401,0.159115
77.690802,12.915851,8.569066,0.157385
77.886497,12.915851,8.610264,0.155569
78.082192,12.915851,8.651993,0.153699
78.277886,12.915851,8.694245,0.151820
78.473581,12.915851,8.737010,0.149993
78.669276,12.915851,8.780281,0.148291
78.864971,12.915851,8.824048,0.146784
79.060665,12.915851,8.868303,0.145536
79.256360,12.915851,8.913034,0.144589
79.452055,12.915851,8.958232,0.143957
79.647750,12.915851,9.003883,0.143620
79.843444,12.915851,9.049975,0.143521
80.039139,12.915851,9.096497,0.143579
80.234834,12.915851,9.143439,0.143689
80.430528,12.915851,9.190785,0.143741
80.626223,12.915851,9.238521,0.143623
80.821918,12.915851,9.286632,0.143233
81.017613,12.915851,9.335103,0.142478
81.213307,12.915851,9.383920,0.141284
81.409002,12.915851,9.433071,0.139597
81.604697,12.915851,9.482543,0.137382
81.800391,12.915851,9.532324,0.134625
81.996086,12.915851,9.582405,0.131338
82.191781,12.915851,9.632780,0.127558
82.387476,12.915851,9.683520,0.123350
82.583170,12.915851,9.734656,0.118813
82.778865,12.915851,9.786189,0.114084
82.974560,12.915851,9.838121,0.109337
83.170254,12.915851,9.890472,0.104783
83.365949,12.915851,9.943251,0.100664
83.561644,12.915851,9.996464,0.097225
83.757339,12.915851,10.050108,0.094682
83.953033,12.915851,10.104184,0.093170
84.148728,12.915851,10.158683,0.092721
84.344423,12.915851,10.213591,0.093249
84.540117,12.915851,10.268890,0.094583
84.735812,12.915851,10.324563,0.096515
84.931507,12.915851,10.380589,0.098843
85.127202,12.915851,10.436951,0.101410
85.322896,12.915851,10.493633,0.104114
85.518591,12.915851,10.550624,0.106904
85.714286,12.915851,10.607917,0.109777
85.909980,12.915851,10.665502,0.112751
86.105675,12.915851,10.723362,0.115849
86.301370,12.915851,10.781482,0.119086
86.497065,12.915851,10.839843,0.122456
86.692759,12.915851,10.898422,0.125931
86.888454,12.915851,10.957196,0.129456
87.084149,12.915851,11.016142,0.132964
87.279843,12.915851,11.075239,0.136374
87.475538,12.915851,11.134456,0.139603
87.671233,12.915851,11.193758,0.142570
87.866928,12.915851,11.253112,0.145200
88.062622,12.915851,11.312486,0.147421
88.258317,12.915851,11.371849,0.149166
88.454012,12.915851,11.431170,0.150375
88.649706,12.915851,11.490430,0.150996
88.845401,12.915851,11.549608,0.150979
89.041096,12.915851,11.608673,0.150280
89.236791,12.915851,11.667607,0.148860
89.432485,12.915851,11.726398,0.146681
89.628180,12.915851,11.785022,0.143713
89.823875,12.915851,11.843441,0.139923
90.019569,12.915851,11.901621,0.135283
90.215264,12.915851,11.959539,0.129763
90.410959,12.915851,12.017244,0.123334
90.606654,12.915851,12.074734,0.115965
90.802348,12.915851,12.131982,0.107623
90.998043,12.915851,12.188964,0.098276
91.193738,12.915851,12.245657,0.087899
91.389432,12.915851,12.302060,0.076489
91.585127,12.915851,12.358186,0.064109
91.780822,12.915851,12.414099,0.051008
91.976517,12.915851,12.469993,0.038024
92.172211,12.915851,12.526597,0.027963
92.367906,12.915851,12.585539,0.027134
92.563601,12.915851,12.647012,0.036445
92.759295,12.915851,12.709298,0.049579
92.954990,12.915851,12.771464,0.063213
93.150685,12.915851,12.833208,0.076301
93.346380,12.915851,12.894513,0.088500
93.542074,12.915851,12.955311,0.099692
93.737769,12.915851,13.015551,0.109841
93.933464,12.915851,13.075202,0.118945
94.129159,12.915851,13.134228,0.127014
94.324853,12.915851,13.192585,0.134065
94.520548,12.915851,13.250228,0.140117
94.716243,12.915851,13.307116,0.145189
94.911937,12.915851,13.363204,0.149299
95.107632,12.915851,13.418450,0.152462
95.303327,12.915851,13.472810,0.154695
95.499022,12.915851,13.526237,0.156012
95.694716,12.915851,13.578683,0.156429
95.890411,12.915851,13.630097,0.155963
96.086106,12.915851,13.680425,0.154635
96.281800,12.915851,13.729606,0.152468
96.477495,12.915851,13.777575,0.149496
96.673190,12.915851,13.824256,0.145762
96.868885,12.915851,13.869559,0.141327
97.064579,12.915851,13.913398,0.136277
97.260274,12.915851,13.955649,0.130729
97.455969,12.915851,13.996151,0.124845
97.651663,12.915851,14.034702,0.118849
97.847358,12.915851,14.071060,0.113036
98.043053,12.915851,14.104937,0.107790
98.238748,12.915851,14.135998,0.103578
98.434442,12.915851,14.163867,0.100915
98.630137,12.915851,14.188234,0.100273
98.825832,12.915851,14.208950,0.101974
99.021526,12.915851,14.226021,0.106093
99.217221,12.915851,14.239636,0.112458
99.412916,12.915851,14.250107,0.120730
99.608611,12.915851,14.257789,0.130513
99.804305,12.915851,14.263018,0.141427
100.000000,12.915851,14.266075,0.153155
0.000000,13.111546,10.287255,0.151708
0.195695,13.111546,10.308439,0.139634
0.391389,13.111546,10.330841,0.128264
0.587084,13.111546,10.354640,0.117865
0.782779,13.111546,10.380070,0.108766
0.978474,13.111546,10.407448,0.101340
1.174168,13.111546,10.437123,0.095953
1.369863,13.111546,10.469329,0.092878
1.565558,13.111546,10.504167,0.092194
1.761252,13.111546,10.541566,0.093744
1.956947,13.111546,10.581317,0.097168
2.152642,13.111546,10.623134,0.102016
2.348337,13.111546,10.666748,0.107843
2.544031,13.111546,10.711888,0.114268
2.739726,13.111546,10.758320,0.120992
2.935421,13.111546,10.805855,0.127792
3.131115,13.111546,10.854333,0.134510
3.326810,13.111546,10.903642,0.141035
3.522505,13.111546,10.953679,0.147287
3.718200,13.111546,11.004362,0.153210
3.913894,13.111546,11.055632,0.158767
4.109589,13.111546,11.107428,0.163927
4.305284,13.111546,11.159689,0.168669
4.500978,13.111546,11.212377,0.172979
4.696673,13.111546,11.265443,0.176848
4.892368,13.111546,11.318833,0.180270
5.088063,13.111546,11.372494,0.183246
5.283757,13.111546,11.426374,0.185776
5.479452,13.111546,11.480422,0.187867
5.675147,13.111546,11.534588,0.189528
5.870841,13.111546,11.588822,0.190771
6.066536,13.111546,11.643075,0.191613
6.262231,13.111546,11.697307,0.192075
6.457926,13.111546,11.751482,0.192181
6.653620,13.111546,11.805567,0.191961
6.849315,13.111546,11.859514,0.191452
7.045010,13.111546,11.913273,0.190690
7.240705,13.111546,11.966802,0.189715
7.436399,13.111546,12.020063,0.188571
7.632094,13.111546,12.073047,0.187302
7.827789,13.111546,12.125795,0.185949
8.023483,13.111546,12.178275,0.184555
8.219178,13.111546,12.230443,0.183159
8.414873,13.111546,12.282256,0.181792
8.610568,13.111546,12.333688,0.180478
8.806262,13.111546,12.384724,0.179231
9.001957,13.111546,12.435343,0.178053
9.197652,13.111546,12.485525,0.176935
9.393346,13.111546,12.535252,0.175860
9.589041,13.111546,12.584509,0.174804
9.784736,13.111546,12.633284,0.173740
9.980431,13.111546,12.681565,0.172643
10.176125,13.111546,12.729337,0.171493
10.371820,13.111546,12.776586,0.170277
10.567515,13.111546,12.823303,0.168991
10.763209,13.111546,12.869482,0.167636
10.958904,13.111546,12.915114,0.166218
11.154599,13.111546,12.960190,0.164745
11.350294,13.111546,13.004703,0.163224
11.545988,13.111546,13.048647,0.161654
11.741683,13.111546,13.092016,0.160020
11.937378,13.111546,13.134804,0.158297
12.133072,13.111546,13.177009,0.156442
12.328767,13.111546,13.218631,0.154398
12.524462,13.111546,13.259669,0.152098
12.720157,13.111546,13.300125,0.149464
12.915851,13.111546,13.340004,0.146416
13.111546,13.111546,13.379304,0.142877
13.307241,13.111546,13.418024,0.138772
13.502935,13.111546,13.456163,0.134036
13.698630,13.111546,13.493717,0.128617
13.894325,13.111546,13.530680,0.122472
14.090020,13.111546,13.567046,0.115577
14.285714,13.111546,13.602804,0.107928
14.481409,13.111546,13.637942,0.099547
14.677104,13.111546,13.672452,0.090487
14.872798,13.111546,13.706327,0.080840
15.068493,13.111546,13.739539,0.070760
15.264188,13.111546,13.772048,0.060509
15.459883,13.111546,13.803797,0.050560
15.655577,13.111546,13.834697,0.041816
15.851272,13.111546,13.864615,0.035783
16.046967,13.111546,13.893414,0.033705
16.242661,13.111546,13.921087,0.034373
16.438356,13.111546,13.947761,0.034606
16.634051,13.111546,13.973564,0.031795
16.829746,13.111546,13.998574,0.024534
17.025440,13.111546,14.022828,0.012685
17.221135,13.111546,14.046103,0.010036
17.416830,13.111546,14.068299,0.026372
17.612524,13.111546,14.089792,0.042933
17.808219,13.111546,14.110619,0.058436
18.003914,13.111546,14.130785,0.072778
18.199609,13.111546,14.150292,0.085965
18.395303,13.111546,14.169131,0.098024
18.590998,13.111546,14.187290,0.108992
18.786693,13.111546,14.204771,0.118909
18.982387,13.111546,14.221573,0.127815
19.178082,13.111546,14.237696,0.135755
19.373777,13.111546,14.253137,0.142777
19.569472,13.111546,14.267897,0.148927
19.765166,13.111546,14.281975,0.154253
19.960861,13.111546,14.295369,0.158804
20.156556,13.111546,14.308079,0.162633
20.352250,13.111546,14.320104,0.165790
20.547945,13.111546,14.331444,0.168329
20.743640,13.111546,14.342096,0.170307
20.939335,13.111546,14.352059,0.171776
21.135029,13.111546,14.361331,0.172788
21.330724,13.111546,14.369909,0.173391
21.526419,13.111546,14.377780,0.173631
21.722114,13.111546,14.384941,0.173554
21.917808,13.111546,14.391389,0.173200
22.113503,13.111546,14.397122,0.172605
22.309198,13.111546,14.402139,0.171799
22.504892,13.111546,14.406436,0.170808
22.700587,13.111546,14.410011,0.169648
22.896282,13.111546,14.412862,0.168334
23.091977,13.111546,14.414985,0.166872
23.287671,13.111546,14.416390,0.165262
23.483366,13.111546,14.417084,0.163498
23.679061,13.111546,14.417053,0.161565
23.874755,13.111546,14.416294,0.159442
24.070450,13.111546,14.414804,0.157099
24.266145,13.111546,14.412583,0.154497
24.461840,13.111546,14.409630,0.151588
24.657534,13.111546,14.405942,0.148319
24.853229,13.111546,14.401515,0.144631
25.048924,13.111546,14.396350,0.140466
25.244618,13.111546,14.390444,0.135768
25.440313,13.111546,14.383797,0.130493
25.636008,13.111546,14.376408,0.124613
25.831703,13.111546,14.368277,0.118131
26.027397,13.111546,14.359404,0.111095
26.223092,13.111546,14.349787,0.103625
26.418787,13.111546,14.339427,0.095945
26.614481,13.111546,14.328326,0.088429
26.810176,13.111546,14.316481,0.081640
27.005871,13.111546,14.303895,0.076321
27.201566,13.111546,14.290567,0.073243
27.397260,13.111546,14.276485,0.072893
27.592955,13.111546,14.261557,0.075177
27.788650,13.111546,14.245752,0.079476
27.984344,13.111546,14.229052,0.084999
28.180039,13.111546,14.211439,0.091079
28.375734,13.111546,14.192908,0.097270
28.571429,13.111546,14.173458,0.103305
28.767123,13.111546,14.153129,0.109038
28.962818,13.111546,14.132107,0.114395
29.158513,13.111546,14.110421,0.119341
29.354207,13.111546,14.088074,0.123868
29.549902,13.111546,14.065068,0.127985
29.745597,13.111546,14.041398,0.131715
29.941292,13.111546,14.017072,0.135094
30.136986,13.111546,13.992093,0.138157
30.332681,13.111546,13.966465,0.140946
30.528376,13.111546,13.940191,0.143499
30.724070,13.111546,13.913271,0.145845
30.919765,13.111546,13.885711,0.148011
31.115460,13.111546,13.857516,0.150010
31.311155,13.111546,13.828690,0.151846
31.506849,13.111546,13.799304,0.153515
31.702544,13.111546,13.769526,0.155005
31.898239,13.111546,13.739373,0.156296
32.093933,13.111546,13.708841,0.157365
32.289628,13.111546,13.677934,0.158188
32.485323,13.111546,13.646666,0.158738
32.681018,13.111546,13.615067,0.158999
32.876712,13.111546,13.583094,0.158959
33.072407,13.111546,13.550666,0.158607
33.268102,13.111546,13.517806,0.157935
33.463796,13.111546,13.484529,0.156942
33.659491,13.111546,13.450849,0.155632
33.855186,13.111546,13.416777,0.154013
34.050881,13.111546,13.382314,0.152104
34.246575,13.111546,13.347442,0.149928
34.442270,13.111546,13.312168,0.147521
34.637965,13.111546,13.276492,0.144930
34.833659,13.111546,13.240376,0.142213
35.029354,13.111546,13.203812,0.139447
35.225049,13.111546,13.166802,0.136724
35.420744,13.111546,13.129337,0.134148
35.616438,13.111546,13.091376,0.131837
35.812133,13.111546,13.052916,0.129905
36.007828,13.111546,13.013963,0.128454
36.203523,13.111546,12.974505,0.127556
36.399217,13.111546,12.934540,0.127242
36.594912,13.111546,12.894075,0.127496
36.790607,13.111546,12.853136,0.128255
36.986301,13.111546,12.811738,0.129414
37.181996,13.111546,12.769883,0.130844
37.377691,13.111546,12.727607,0.132405
37.573386,13.111546,12.684945,0.133956
37.769080,13.111546,12.641933,0.135366
37.964775,13.111546,12.598607,0.136520
38.160470,13.111546,12.555001,0.137324
38.356164,13.111546,12.511141,0.137700
38.551859,13.111546,12.467030,0.137593
38.747554,13.111546,12.422629,0.136958
38.943249,13.111546,12.377830,0.135765
39.138943,13.111546,12.332586,0.134000
39.334638,13.111546,12.286908,0.131657
39.530333,13.111546,12.240824,0.128742
39.726027,13.111546,12.194360,0.125271
39.921722,13.111546,12.147541,0.121273
40.117417,13.111546,12.100394,0.116799
40.313112,13.111546,12.052941,0.111928
40.508806,13.111546,12.005209,0.106777
40.704501,13.111546,11.957222,0.101515
40.900196,13.111546,11.908987,0.096370
41.095890,13.111546,11.860515,0.091634
41.291585,13.111546,11.811821,0.087646
41.487280,13.111546,11.762934,0.084748
41.682975,13.111546,11.713869,0.083215
41.878669,13.111546,11.664627,0.083183
42.074364,13.111546,11.615223,0.084617
42.270059,13.111546,11.565678,0.087335
42.465753,13.111546,11.516013,0.091081
42.661448,13.111546,11.466263,0.095599
42.857143,13.111546,11.416416,0.100673
43.052838,13.111546,11.366477,0.106138
43.248532,13.111546,11.316468,0.111875
43.444227,13.111546,11.266413,0.117802
43.639922,13.111546,11.216331,0.123857
43.835616,13.111546,11.166247,0.129990
44.031311,13.111546,11.116180,0.136158
44.227006,13.111546,11.066161,0.142326
44.422701,13.111546,11.016214,0.148461
44.618395,13.111546,10.966357,0.154530
44.814090,13.111546,10.916602,0.160510
45.009785,13.111546,10.866889,0.166377
45.205479,13.111546,10.817218,0.172107
45.401174,13.111546,10.767600,0.177677
45.596869,13.111546,10.718056,0.183066
45.792564,13.111546,10.668603,0.188255
45.988258,13.111546,10.619252,0.193229
46.183953,13.111546,10.570002,0.197978
46.379648,13.111546,10.520867,0.202488
46.575342,13.111546,10.471864,0.206747
46.771037,13.111546,10.423003,0.210745
46.966732,13.111546,10.374299,0.214473
47.162427,13.111546,10.325763,0.217927
47.358121,13.111546,10.277330,0.221099
47.553816,13.111546,10.228996,0.223981
47.749511,13.111546,10.180780,0.226571
47.945205,13.111546,10.132701,0.228860
48.140900,13.111546,10.084786,0.230844
48.336595,13.111546,10.037031,0.232523
48.532290,13.111546,9.989312,0.233899
48.727984,13.111546,9.941614,0.234977
48.923679,13.111546,9.893957,0.235764
49.119374,13.111546,9.846363,0.236267
49.315068,13.111546,9.798854,0.236494
49.510763,13.111546,9.751447,0.236457
49.706458,13.111546,9.704151,0.236171
49.902153,13.111546,9.656983,0.235655
50.097847,13.111546,9.609961,0.234926
50.293542,13.111546,9.563102,0.234001
50.489237,13.111546,9.516425,0.232904
50.684932,13.111546,9.469947,0.231662
50.880626,13.111546,9.423689,0.230302
51.076321,13.111546,9.377671,0.228850
51.272016,13.111546,9.331909,0.227336
51.467710,13.111546,9.286421,0.225787
51.663405,13.111546,9.241229,0.224230
51.859100,13.111546,9.196358,0.222688
52.054795,13.111546,9.151825,0.221185
52.250489,13.111546,9.107650,0.219739
52.446184,13.111546,9.063850,0.218368
52.641879,13.111546,9.020443,0.217084
52.837573,13.111546,8.977447,0.215893
53.033268,13.111546,8.934881,0.214794
53.228963,13.111546,8.892761,0.213777
53.424658,13.111546,8.851104,0.212827
53.620352,13.111546,8.809927,0.211919
53.816047,13.111546,8.769248,0.211023
54.011742,13.111546,8.729080,0.210107
54.207436,13.111546,8.689424,0.209141
54.403131,13.111546,8.650267,0.208101
54.598826,13.111546,8.611592,0.206954
54.794521,13.111546,8.573374,0.205667
54.990215,13.111546,8.535629,0.204213
55.185910,13.111546,8.498384,0.202563
55.381605,13.111546,8.461655,0.200696
55.577299,13.111546,8.425457,0.198595
55.772994,13.111546,8.389794,0.196245
55.968689,13.111546,8.354671,0.193638
56.164384,13.111546,8.320026,0.190769
56.360078,13.111546,8.285842,0.187641
56.555773,13.111546,8.252132,0.184259
56.751468,13.111546,8.218912,0.180636
56.947162,13.111546,8.186198,0.176789
57.142857,13.111546,8.154008,0.172739
57.338552,13.111546,8.122363,0.168514
57.534247,13.111546,8.091265,0.164146
57.729941,13.111546,8.060714,0.159672
57.925636,13.111546,8.030720,0.155133
58.121331,13.111546,8.001252,0.150572
58.317025,13.111546,7.972322,0.146034
58.512720,13.111546,7.943941,0.141560
58.708415,13.111546,7.916130,0.137184
58.904110,13.111546,7.888911,0.132922
59.099804,13.111546,7.862306,0.128760
59.295499,13.111546,7.836337,0.124651
59.491194,13.111546,7.811026,0.120510
59.686888,13.111546,7.786388,0.116212
59.882583,13.111546,7.762432,0.111603
60.078278,13.111546,7.739175,0.106507
60.273973,13.111546,7.716609,0.100737
60.469667,13.111546,7.694733,0.094117
60.665362,13.111546,7.673546,0.086491
60.861057,13.111546,7.653063,0.077750
61.056751,13.111546,7.633298,0.067872
61.252446,13.111546,7.614286,0.057014
61.448141,13.111546,7.596100,0.045757
61.643836,13.111546,7.578905,0.035772
61.839530,13.111546,7.563042,0.030869
62.035225,13.111546,7.548776,0.034371
62.230920,13.111546,7.535794,0.043626
62.426614,13.111546,7.523732,0.054713
62.622309,13.111546,7.512385,0.065808
62.818004,13.111546,7.501688,0.076264
63.013699,13.111546,7.491631,0.085885
63.209393,13.111546,7.482216,0.094650
63.405088,13.111546,7.473435,0.102617
63.600783,13.111546,7.465284,0.109875
63.796477,13.111546,7.457776,0.116518
63.992172,13.111546,7.450915,0.122636
64.187867,13.111546,7.444707,0.128306
64.383562,13.111546,7.439145,0.133586
64.579256,13.111546,7.434212,0.138514
64.774951,13.111546,7.429900,0.143109
64.970646,13.111546,7.426203,0.147371
65.166341,13.111546,7.423112,0.151293
65.362035,13.111546,7.420614,0.154859
65.557730,13.111546,7.418700,0.158051
65.753425,13.111546,7.417362,0.160847
65.949119,13.111546,7.416594,0.163228
66.144814,13.111546,7.416409,0.165176
66.340509,13.111546,7.416829,0.166678
66.536204,13.111546,7.417843,0.167723
66.731898,13.111546,7.419464,0.168302
66.927593,13.111546,7.421681,0.168405
67.123288,13.111546,7.424488,0.168028
67.318982,13.111546,7.427881,0.167162
67.514677,13.111546,7.431856,0.165799
67.710372,13.111546,7.436407,0.163921
67.906067,13.111546,7.441527,0.161508
68.101761,13.111546,7.447212,0.158532
68.297456,13.111546,7.453451,0.154963
68.493151,13.111546,7.460233,0.150762
68.688845,13.111546,7.467494,0.145894
68.884540,13.111546,7.475222,0.140315
69.080235,13.111546,7.483462,0.133990
69.275930,13.111546,7.492185,0.126888
69.471624,13.111546,7.501367,0.118989
69.667319,13.111546,7.511070,0.110293
69.863014,13.111546,7.521407,0.100846
70.058708,13.111546,7.532365,0.090766
70.254403,13.111546,7.543936,0.080306
70.450098,13.111546,7.556119,0.069956
70.645793,13.111546,7.568927,0.060624
70.841487,13.111546,7.582393,0.053809
71.037182,13.111546,7.596723,0.051329
71.232877,13.111546,7.612197,0.054042
71.428571,13.111546,7.628767,0.060965
71.624266,13.111546,7.646353,0.070308
71.819961,13.111546,7.664889,0.080647
72.015656,13.111546,7.684332,0.091130
72.211350,13.111546,7.704700,0.101287
72.407045,13.111546,7.726000,0.110866
72.602740,13.111546,7.748206,0.119736
72.798434,13.111546,7.771298,0.127828
72.994129,13.111546,7.795255,0.135114
73.189824,13.111546,7.820058,0.141586
73.385519,13.111546,7.845686,0.147252
73.581213,13.111546,7.872122,0.152133
73.776908,13.111546,7.899350,0.156253
73.972603,13.111546,7.927374,0.159644
74.168297,13.111546,7.956177,0.162344
74.363992,13.111546,7.985743,0.164395
74.559687,13.111546,8.016055,0.165844
74.755382,13.111546,8.047099,0.166741
74.951076,13.111546,8.078864,0.167140
75.146771,13.111546,8.111333,0.167103
75.342466,13.111546,8.144491,0.166694
75.538160,13.111546,8.178322,0.165979
75.733855,13.111546,8.212811,0.165023
75.929550,13.111546,8.247941,0.163886
76.125245,13.111546,8.283701,0.162620
76.320939,13.111546,8.320079,0.161271
76.516634,13.111546,8.357062,0.159865
76.712329,13.111546,8.394638,0.158416
76.908023,13.111546,8.432795,0.156922
77.103718,13.111546,8.471522,0.155368
77.299413,13.111546,8.510808,0.153736
77.495108,13.111546,8.550642,0.152004
77.690802,13.111546,8.591015,0.150160
77.886497,13.111546,8.631916,0.148211
78.082192,13.111546,8.673343,0.146183
78.277886,13.111546,8.715291,0.144133
78.473581,13.111546,8.757750,0.142136
78.669276,13.111546,8.800712,0.140287
78.864971,13.111546,8.844168,0.138686
79.060665,13.111546,8.888111,0.137425
79.256360,13.111546,8.932531,0.136570
79.452055,13.111546,8.977417,0.136148
79.647750,13.111546,9.022757,0.136140
79.843444,13.111546,9.068537,0.136480
80.039139,13.111546,9.114749,0.137065
80.234834,13.111546,9.161379,0.137768
80.430528,13.111546,9.208412,0.138456
80.626223,13.111546,9.255833,0.138998
80.821918,13.111546,9.303626,0.139275
81.017613,13.111546,9.351776,0.139187
81.213307,13.111546,9.400270,0.138658
81.409002,13.111546,9.449093,0.137633
81.604697,13.111546,9.498235,0.136080
81.800391,13.111546,9.547684,0.133995
81.996086,13.111546,9.597430,0.131394
82.191781,13.111546,9.647490,0.128321
82.387476,13.111546,9.697942,0.124846
82.583170,13.111546,9.748787,0.121066
82.778865,13.111546,9.800025,0.117107
82.974560,13.111546,9.851655,0.113121
83.170254,13.111546,9.903694,0.109278
83.365949,13.111546,9.956151,0.105765
83.561644,13.111546,10.009029,0.102758
83.757339,13.111546,10.062327,0.100401
83.953033,13.111546,10.116031,0.098783
84.148728,13.111546,10.170132,0.097921
84.344423,13.111546,10.224621,0.097757
84.540117,13.111546,10.279485,0.098182
84.735812,13.111546,10.334710,0.099063
84.931507,13.111546,10.390282,0.100276
